R, G, B
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
7,7,7
7,7,7
8,8,8
10,10,10
11,11,11
13,13,13
14,14,14
16,16,16
15,15,15
17,17,17
16,16,16
16,16,16
17,17,17
15,15,15
15,15,15
12,12,12
9,9,9
7,7,7
7,7,7
6,6,6
5,5,5
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
7,7,7
8,8,8
9,9,9
10,10,10
10,10,10
9,9,9
9,9,9
8,8,8
9,9,9
8,8,8
7,7,7
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
8,8,8
10,10,10
12,12,12
13,13,13
16,16,16
20,20,20
27,27,27
34,34,34
39,39,39
40,40,40
45,45,45
48,48,48
46,46,46
48,48,48
48,48,48
43,43,43
38,38,38
32,32,32
30,30,30
26,26,26
23,23,23
20,20,20
18,18,18
16,16,16
16,16,16
13,13,13
15,15,15
19,19,19
28,28,28
35,35,35
45,45,45
52,52,52
51,51,51
54,54,54
56,56,56
56,56,56
49,49,49
41,41,41
35,35,35
32,32,32
29,29,29
27,27,27
30,30,30
36,36,36
39,39,39
44,44,44
47,47,47
47,47,47
47,47,47
51,51,51
47,47,47
43,43,43
38,38,38
35,35,35
26,26,26
20,20,20
16,16,16
15,15,15
18,18,18
18,18,18
20,20,20
25,25,25
32,32,32
42,42,42
43,43,43
50,50,50
59,59,59
64,64,64
69,69,69
75,75,75
76,76,76
77,77,77
75,75,75
75,75,75
76,76,76
73,73,73
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
2,2,2
4,4,4
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
8,8,8
10,10,10
10,10,10
13,13,13
13,13,13
14,14,14
15,15,15
14,14,14
13,13,13
14,14,14
12,12,12
9,9,9
8,8,8
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
6,6,6
7,7,7
8,8,8
8,8,8
9,9,9
9,9,9
9,9,9
9,9,9
8,8,8
8,8,8
8,8,8
8,8,8
7,7,7
7,7,7
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
8,8,8
10,10,10
12,12,12
14,14,14
16,16,16
22,22,22
27,27,27
29,29,29
30,30,30
33,33,33
35,35,35
37,37,37
38,38,38
37,37,37
33,33,33
31,31,31
27,27,27
25,25,25
22,22,22
18,18,18
17,17,17
17,17,17
14,14,14
15,15,15
15,15,15
16,16,16
24,24,24
32,32,32
40,40,40
48,48,48
49,49,49
53,53,53
56,56,56
62,62,62
61,61,61
54,54,54
46,46,46
38,38,38
32,32,32
30,30,30
30,30,30
33,33,33
36,36,36
44,44,44
46,46,46
50,50,50
54,54,54
55,55,55
50,50,50
50,50,50
45,45,45
41,41,41
33,33,33
28,28,28
21,21,21
18,18,18
16,16,16
16,16,16
17,17,17
19,19,19
21,21,21
30,30,30
37,37,37
40,40,40
45,45,45
51,51,51
60,60,60
65,65,65
71,71,71
76,76,76
71,71,71
72,72,72
71,71,71
74,74,74
71,71,71
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
5,5,5
6,6,6
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
10,10,10
11,11,11
10,10,10
9,9,9
7,7,7
8,8,8
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
6,6,6
6,6,6
7,7,7
6,6,6
7,7,7
7,7,7
8,8,8
8,8,8
8,8,8
9,9,9
9,9,9
9,9,9
9,9,9
9,9,9
8,8,8
8,8,8
9,9,9
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
8,8,8
7,7,7
9,9,9
10,10,10
11,11,11
14,14,14
16,16,16
18,18,18
22,22,22
24,24,24
26,26,26
29,29,29
31,31,31
31,31,31
28,28,28
27,27,27
25,25,25
23,23,23
20,20,20
18,18,18
16,16,16
16,16,16
14,14,14
15,15,15
13,13,13
15,15,15
18,18,18
27,27,27
34,34,34
43,43,43
51,51,51
52,52,52
57,57,57
59,59,59
64,64,64
66,66,66
58,58,58
48,48,48
42,42,42
36,36,36
33,33,33
35,35,35
39,39,39
42,42,42
45,45,45
48,48,48
56,56,56
60,60,60
58,58,58
53,53,53
54,54,54
51,51,51
44,44,44
35,35,35
29,29,29
23,23,23
19,19,19
17,17,17
16,16,16
16,16,16
17,17,17
21,21,21
24,24,24
30,30,30
35,35,35
39,39,39
46,46,46
54,54,54
60,60,60
62,62,62
66,66,66
66,66,66
66,66,66
68,68,68
67,67,67
68,68,68
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
6,6,6
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
8,8,8
7,7,7
8,8,8
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
5,5,5
6,6,6
5,5,5
6,6,6
6,6,6
6,6,6
7,7,7
8,8,8
8,8,8
8,8,8
9,9,9
8,8,8
10,10,10
10,10,10
10,10,10
9,9,9
9,9,9
9,9,9
8,8,8
8,8,8
8,8,8
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
8,8,8
8,8,8
9,9,9
11,11,11
13,13,13
14,14,14
16,16,16
18,18,18
20,20,20
23,23,23
26,26,26
24,24,24
24,24,24
21,21,21
22,22,22
20,20,20
16,16,16
14,14,14
14,14,14
14,14,14
13,13,13
13,13,13
14,14,14
16,16,16
22,22,22
29,29,29
36,36,36
47,47,47
56,56,56
56,56,56
59,59,59
64,64,64
67,67,67
66,66,66
60,60,60
54,54,54
48,48,48
42,42,42
38,38,38
37,37,37
44,44,44
45,45,45
50,50,50
54,54,54
61,61,61
60,60,60
57,57,57
56,56,56
59,59,59
57,57,57
44,44,44
37,37,37
30,30,30
23,23,23
18,18,18
16,16,16
14,14,14
15,15,15
16,16,16
18,18,18
21,21,21
26,26,26
30,30,30
36,36,36
42,42,42
47,47,47
51,51,51
55,55,55
54,54,54
59,59,59
60,60,60
63,63,63
62,62,62
62,62,62
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
5,5,5
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
5,5,5
6,6,6
5,5,5
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
7,7,7
8,8,8
8,8,8
8,8,8
9,9,9
9,9,9
10,10,10
11,11,11
11,11,11
11,11,11
12,12,12
12,12,12
10,10,10
9,9,9
10,10,10
9,9,9
8,8,8
8,8,8
7,7,7
7,7,7
8,8,8
7,7,7
7,7,7
8,8,8
8,8,8
10,10,10
10,10,10
12,12,12
12,12,12
13,13,13
16,16,16
18,18,18
19,19,19
18,18,18
19,19,19
19,19,19
17,17,17
15,15,15
13,13,13
12,12,12
11,11,11
13,13,13
13,13,13
13,13,13
14,14,14
17,17,17
24,24,24
33,33,33
39,39,39
51,51,51
56,56,56
58,58,58
61,61,61
67,67,67
70,70,70
71,71,71
61,61,61
55,55,55
51,51,51
44,44,44
44,44,44
43,43,43
46,46,46
51,51,51
55,55,55
60,60,60
60,60,60
60,60,60
59,59,59
59,59,59
61,61,61
56,56,56
46,46,46
40,40,40
32,32,32
23,23,23
18,18,18
16,16,16
14,14,14
13,13,13
15,15,15
16,16,16
19,19,19
21,21,21
27,27,27
31,31,31
36,36,36
40,40,40
45,45,45
46,46,46
52,52,52
55,55,55
57,57,57
56,56,56
55,55,55
51,51,51
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
8,8,8
9,9,9
9,9,9
9,9,9
10,10,10
10,10,10
10,10,10
11,11,11
13,13,13
12,12,12
14,14,14
14,14,14
14,14,14
12,12,12
12,12,12
10,10,10
9,9,9
10,10,10
8,8,8
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
8,8,8
7,7,7
7,7,7
9,9,9
10,10,10
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
14,14,14
14,14,14
15,15,15
15,15,15
13,13,13
12,12,12
12,12,12
12,12,12
12,12,12
12,12,12
13,13,13
15,15,15
19,19,19
27,27,27
35,35,35
46,46,46
54,54,54
59,59,59
62,62,62
64,64,64
68,68,68
70,70,70
72,72,72
69,69,69
61,61,61
53,53,53
50,50,50
47,47,47
46,46,46
55,55,55
62,62,62
66,66,66
65,65,65
64,64,64
61,61,61
62,62,62
58,58,58
58,58,58
50,50,50
43,43,43
39,39,39
32,32,32
22,22,22
18,18,18
15,15,15
14,14,14
13,13,13
15,15,15
14,14,14
17,17,17
19,19,19
21,21,21
27,27,27
29,29,29
33,33,33
35,35,35
39,39,39
43,43,43
46,46,46
47,47,47
48,48,48
47,47,47
46,46,46
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
5,5,5
6,6,6
6,6,6
5,5,5
6,6,6
7,7,7
7,7,7
8,8,8
8,8,8
9,9,9
10,10,10
11,11,11
11,11,11
11,11,11
12,12,12
13,13,13
14,14,14
16,16,16
18,18,18
18,18,18
16,16,16
15,15,15
13,13,13
12,12,12
11,11,11
10,10,10
9,9,9
9,9,9
8,8,8
7,7,7
7,7,7
8,8,8
7,7,7
7,7,7
7,7,7
8,8,8
8,8,8
9,9,9
9,9,9
10,10,10
10,10,10
11,11,11
12,12,12
12,12,12
13,13,13
12,12,12
11,11,11
11,11,11
11,11,11
11,11,11
11,11,11
13,13,13
13,13,13
17,17,17
21,21,21
29,29,29
39,39,39
46,46,46
51,51,51
59,59,59
67,67,67
68,68,68
67,67,67
72,72,72
76,76,76
75,75,75
68,68,68
62,62,62
57,57,57
53,53,53
58,58,58
64,64,64
67,67,67
77,77,77
72,72,72
64,64,64
59,59,59
58,58,58
53,53,53
50,50,50
44,44,44
39,39,39
37,37,37
32,32,32
22,22,22
19,19,19
16,16,16
14,14,14
14,14,14
12,12,12
13,13,13
14,14,14
16,16,16
17,17,17
21,21,21
22,22,22
24,24,24
27,27,27
30,30,30
34,34,34
36,36,36
35,35,35
37,37,37
37,37,37
37,37,37
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
9,9,9
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
20,20,20
22,22,22
20,20,20
19,19,19
17,17,17
15,15,15
14,14,14
12,12,12
11,11,11
10,10,10
9,9,9
8,8,8
8,8,8
7,7,7
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
8,8,8
8,8,8
8,8,8
9,9,9
9,9,9
9,9,9
10,10,10
10,10,10
10,10,10
9,9,9
9,9,9
10,10,10
10,10,10
11,11,11
12,12,12
13,13,13
15,15,15
20,20,20
27,27,27
38,38,38
47,47,47
49,49,49
59,59,59
65,65,65
70,70,70
70,70,70
77,77,77
78,78,78
75,75,75
66,66,66
61,61,61
60,60,60
62,62,62
69,69,69
70,70,70
76,76,76
74,74,74
75,75,75
69,69,69
67,67,67
61,61,61
54,54,54
47,47,47
41,41,41
36,36,36
31,31,31
26,26,26
21,21,21
18,18,18
14,14,14
14,14,14
13,13,13
12,12,12
13,13,13
13,13,13
14,14,14
15,15,15
16,16,16
19,19,19
20,20,20
22,22,22
23,23,23
24,24,24
26,26,26
27,27,27
27,27,27
27,27,27
28,28,28
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
6,6,6
7,7,7
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
13,13,13
14,14,14
15,15,15
16,16,16
16,16,16
17,17,17
18,18,18
21,21,21
23,23,23
23,23,23
25,25,25
23,23,23
22,22,22
18,18,18
15,15,15
15,15,15
12,12,12
11,11,11
9,9,9
8,8,8
8,8,8
8,8,8
7,7,7
6,6,6
7,7,7
6,6,6
7,7,7
6,6,6
7,7,7
7,7,7
8,8,8
7,7,7
7,7,7
8,8,8
8,8,8
8,8,8
9,9,9
8,8,8
8,8,8
9,9,9
9,9,9
10,10,10
10,10,10
12,12,12
16,16,16
17,17,17
26,26,26
34,34,34
41,41,41
50,50,50
58,58,58
63,63,63
64,64,64
68,68,68
72,72,72
73,73,73
73,73,73
67,67,67
61,61,61
64,64,64
70,70,70
75,75,75
75,75,75
75,75,75
75,75,75
73,73,73
68,68,68
64,64,64
61,61,61
54,54,54
46,46,46
37,37,37
34,34,34
29,29,29
24,24,24
19,19,19
17,17,17
15,15,15
14,14,14
12,12,12
12,12,12
12,12,12
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
16,16,16
18,18,18
18,18,18
19,19,19
18,18,18
21,21,21
20,20,20
21,21,21
20,20,20
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
